uf,cnpj,cns,nome_oficial,municipio,cep,homepage,data_instalacao,atribuicoes,area_abrangencia,comarca
CE,01.953.136/0001-89,01.957-0,"2º tabelionato de notas, protesto e anexos",Fortim,62810005,"",1997-04-20,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de fortim,fortim
CE,23.478.779/0001-50,02.056-0,"tabelionato de notas, ofício de registro civil das pessoas naturais e anexos",Frecheirinha,62340000,"",1946-08-06,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de frecheirinha,frecheirinha
CE,23.590.292/0001-65,01.749-1,1º 0ficío de registro civil das pessoas naturais e anexos,General Sampaio,62738000,"",1936-01-01,casamentos;interdições e tutelas;nascimentos;notas;óbitos;outras;registro civil de pessoas jurídicas;registro de títulos e documentos,município de general sampaio,pentecoste
CE,23.467.897/0001-63,02.006-5,"ofício de registro civil, tabelionato de notas, protesto e anexos",Graça,62365000,"",1976-01-27,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de graça,graça
CE,06.580.591/0001-08,01.950-5,1º ofício de registro civil das pessoas naturais e anexos,Granja,62430000,"",1972-09-16,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de granja,granja
CE,23.706.625/0001-79,01.709-5,ofício de registro civil das pessoas naturais - parazinho,Granja,62437990,"",1947-02-28,casamentos;interdições e tutelas;nascimentos;notas;óbitos,distrito de parazinho,granja
CE,05.213.305/0001-03,01.711-1,ofício de registro civil das pessoas naturais e tabelionato de notas - pessoa anta,Granja,62430000,"",1890-11-01,casamentos;interdições e tutelas;nascimentos;notas;óbitos;outras;registros públicos,distrito de pessoa anta,granja
CE,00.736.938/0001-74,01.862-2,ofício de registro civil das pessoas naturais e tabelionato de notas - sambaíba,Granja,62433000,"",1963-12-18,casamentos;interdições e tutelas;nascimentos;notas;óbitos,distrito de sambaíba,granja
CE,00.699.248/0001-92,01.868-9,ofício de registro civil das pessoas naturais e tabelionato de notas - timonha,Granja,62440000,"",1947-02-28,casamentos;interdições e tutelas;nascimentos;notas;óbitos,distrito de timonha,granja
CE,41.295.205/0001-29,01.601-4,2º ofício de registro de imóveis  e tabelionato de notas e protesto,Granja,62430000,"",1916-05-04,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de contratos marítimos;registro de imóveis;registro de títulos e documentos,município de granja,granja
CE,00.662.236/0001-93,01.832-5,ofício de registro civil das pessoas naturais e tabelionato de notas - adrianópolis,Granja,62435000,"",1991-06-04,casamentos;interdições e tutelas;nascimentos;notas;óbitos,distrito de adrianópolis,granja
CE,09.444.530/0001-01,01.842-4,ofício de registro civil das pessoas naturais e de interdições e tutelas - ibuguaçu,Granja,62448000,"",1890-05-20,casamentos;interdições e tutelas;nascimentos;óbitos;outras,distrito de ibuguaçu,granja
CE,12.467.197/0001-52,01.655-0,ofício de registro civil das pessoas naturais e tabelionato de notas,Granjeiro,63230000,"",1922-10-22,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de grangeiro,caririaçu
CE,23.706.617/0001-22,01.666-7,ofício único,Groaíras,62190000,"",1922-12-30,casamentos;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos;registros públicos,município de groaíras,groaíras
CE,35.002.716/0001-02,01.647-7,tabelionato de notas e ofício de registros públicos,Guaiúba,61890000,"",1898-08-13,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de guaiúba,guaiúba
CE,15.396.874/0001-87,13.771-1,ofício de registro civil das pessoas naturais - agua verde,Guaiúba,61895000,"",1897-06-07,casamentos;nascimentos;notas;óbitos,distrito de água verde,guaiúba
CE,"",13.789-3,ofício de registro civil das pessoas naturais - itacima,Guaiúba,61893000,"",1904-10-04,casamentos;nascimentos;óbitos,distrito de itacima,guaiúba
CE,05.614.904/0001-20,01.932-3,"1º ofício de registros civil, tabelionato de notas, protesto e anexos",Guaraciaba do Norte,62380000,"",1888-11-17,casamentos;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de guaraciaba do norte,guaraciaba do norte
CE,05.614.896/0001-12,02.043-8,"2º tabelionato de notas, protesto e anexos",Guaraciaba do Norte,62380000,"",1931-06-12,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de guaraciaba do norte,guaraciaba do norte
CE,05.194.880/0001-06,01.707-9,ofício do registro civil das pessoas naturais - dist. várzea dos espinhos,Guaraciaba do Norte,62380000,"",1929-12-05,casamentos;nascimentos;óbitos,distrito de várzea dos espinhos,guaraciaba do norte
CE,"",14.714-0,ofício de registro civil das pessoas naturais - morrinhos novos,Guaraciaba do Norte,62380000,"",1967-05-19,casamentos;nascimentos;óbitos,distrito de morrinhos novos,guaraciaba do norte
CE,05.316.431/0001-85,01.873-9,ofício de registro civil das pessoas naturais - dist. de sussuanha,Guaraciaba do Norte,62385000,"",1954-09-08,casamentos;nascimentos;óbitos,distrito de sussuanha,guaraciaba do norte
CE,03.082.022/0001-36,01.657-6,tabelionato de notas e ofício de registros públicos,Guaramiranga,62766000,"",1889-01-01,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de guaramiranga,pacotí
CE,"",13.721-6,ofício de registro civil das pessoas naturais - pernambuquinho,Guaramiranga,62766000,"",,casamentos;interdições e tutelas;nascimentos;óbitos,distrito de pernambuquinho,pacotí
CE,06.578.033/0001-08,01.970-3,"1º ofício de registro civil, 2º tabelionato notas e anexos",Hidrolândia,62270000,"",1924-06-02,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de contratos marítimos;registro de imóveis;registro de títulos e documentos;registros públicos,município de hidrolândia,hidrolândia
CE,01.967.442/0001-74,02.008-1,ofício de registro civil das pessoas naturais - betânia,Hidrolândia,62273000,"",1976-08-31,casamentos;interdições e tutelas;nascimentos;óbitos,distrito de betânia,hidrolândia
CE,01.863.658/0001-90,01.627-9,ofício de registro civil das pessoas naturais - irajá,Hidrolândia,62270000,"",1937-09-22,casamentos;nascimentos;óbitos,distrito de irajá,hidrolândia
CE,23.554.082/0001-11,01.962-0,1º ofício de registro civil das pessoas naturais,Horizonte,62880000,"",1940-09-15,casamentos;interdições e tutelas;nascimentos;óbitos,município de horizonte,horizonte
CE,02.601.428/0001-15,01.561-0,"2º ofício de registro de imóveis, tabelionato de notas e anexos",Horizonte,62880000,"",1998-07-13,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de horizonte,horizonte
CE,23.444.771/0001-73,01.634-5,1º ofício de registro civil das pessoas naturais e anexos,Ibaretama,63970000,"",1906-10-20,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de ibaretama,ibaretama
CE,"",01.723-6,2º tabelionato de notas e registro de imóveis,Ibaretama,63970000,"",1991-01-02,notas;registro de imóveis;registro de títulos e documentos,"",ibaretama
CE,06.576.284/0001-45,01.812-7,1º ofício de registro civil das pessoas naturais e tabelionato de protesto,Ibiapina,62360000,"",1889-01-02,casamentos;interdições e tutelas;nascimentos;óbitos;protesto de títulos;registro de títulos e documentos,município de ibiapina,ibiapina
CE,06.576.169/0001-70,01.922-4,2ª tabelionato de notas e protesto e nexos,Ibiapina,62360000,"",1939-06-06,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de ibiapina,ibiapina
CE,15.358.652/0001-70,13.767-9,ofício de registro civil das pessoas naturais e tabelionato de notas - santo antônio da pindoba,Ibiapina,62360000,"",1950-07-10,casamentos;interdições e tutelas;nascimentos;notas;óbitos,distrito de santo antônio da pindoba,ibiapina
CE,12.461.844/0001-19,01.728-5,"ofício de registro civil,tabelionato de notas e protesto e anexos",Ibicuitinga,62955000,"",1940-10-25,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos;registros públicos,município de ibicuitinga,morada nova
CE,23.450.125/0001-19,01.549-5,"1º tabelionato de notas, ofício de registro civil e anexos",Icapuí,62810000,"",1942-02-03,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,municípios de icapuí;olho d´água e retiro,icapuí
CE,02.834.435/0001-67,01.581-8,ofício de registro civil das pessoas naturais - ibicuitaba,Icapuí,62810000,"",1888-01-17,casamentos;interdições e tutelas;nascimentos;óbitos;registro de títulos e documentos,distrito de ibicuitaba,icapuí
CE,01.774.293/0001-27,01.779-8,"2º tabelionato de notas, protesto de títulos e anexos",Icapuí,62810000,"",1997-05-02,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos;registros públicos,município de icatu,icapuí
CE,05.537.204/0001-80,01.822-6,"1º ofício de registro civil das pessoas naturais, tabelionato de notas e anexos",Icó,63430000,"",1889-01-05,casamentos;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de icó,icó
CE,05.537.212/0001-26,01.767-3,"2º tabelionato de notas  protestos, e registro de imóveis, tít. e documentos e pessoas jurídicas",Icó,63430000,"",1966-03-01,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de icó,icó
CE,02.523.491/0001-80,01.676-6,ofício de registro civil das pessoas naturais - cruzeirinho,Icó,63440000,"",1945-08-28,casamentos;interdições e tutelas;nascimentos;óbitos,distrito de cruzeirinho,icó
CE,12.473.542/0001-60,01.718-6,ofício de registro civil das pessoas naturais - lima campos,Icó,63435000,"",1947-10-04,casamentos;nascimentos;óbitos,distrito de lima campos,icó
CE,09.493.376/0001-50,01.900-0,ofício de registro civil das pessoas naturais - pedrinhas,Icó,63430000,"",1950-02-22,casamentos;nascimentos;óbitos,distrito de pedrinhas,icó
CE,05.716.956/0001-08,01.807-7,"1º tabelionato de notas, protesto de títulos e anexos",Iguatu,63500000,"",1950-02-18,casamentos;distribuidor extrajudicial;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de iguatu,iguatu
CE,05.717.004/0001-09,02.044-6,"2º tabelionato de notas, protsto de  títulos e anexos",Iguatu,63500000,"",1875-07-30,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de iguatu,iguatu
CE,12.478.517/0001-70,01.628-7,ofício de registro civil das pessoas naturais - vila josé de alencar,Iguatu,63514000,"",1945-06-01,casamentos;nascimentos;óbitos,distrito de josé de alencar,iguatu
CE,04.893.298/0001-67,01.585-9,ofício de registro civil das pessoas naturais e tabelionato de notas - quixoá,Iguatu,63502000,"",1945-08-01,casamentos;nascimentos;notas;óbitos,distrito de quixoá,iguatu
CE,09.444.530/0001-01,01.907-5,ofício de registro civil das pessoas naturais - suassurana,Iguatu,63510000,"",1930-03-03,casamentos;nascimentos;óbitos,distrito de suassurana,iguatu
CE,02.796.030/0001-81,01.787-1,"3º tabelionato de notas, protesto de títulos e anexos",Iguatu,63500000,"",1998-10-19,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de iguatu,iguatu
CE,41.366.022/0001-57,01.881-2,ofício de registro civil das pessoas naturais e tabelionato de notas - barreiras,Iguatu,63500000,"",1992-01-24,casamentos;nascimentos;notas;óbitos,distrito de barreiras,iguatu
CE,14.906.376/0001-74,01.947-1,1º ofício de registro civil das pessoas naturais e anexos,Independência,63640000,"",1889-01-01,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de independência,independência
CE,06.586.218/0001-56,01.781-4,"2º tabelionato de notas, protesto de títulos e  anexos",Independência,63640000,"",1931-09-15,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,zona a município de independência,independência
CE,10.248.501/0001-45,02.076-8,ofício de registro civil das pessoas naturais - iapi,Independência,63643000,"",1918-08-24,casamentos;nascimentos;óbitos,distrito de iapi,independência
CE,02.778.446/0001-77,01.791-3,"3º tabelionato de notas, protesto de títulos e anexos",Independência,63640000,"",1998-09-10,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,zona b comarca de independência,independência
CE,35.045.475/0001-89,01.966-1,ofício de registro civil tabelionato de notas e anexos,Ipaporanga,62215000,"",1906-09-02,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de ipaporanga,ipaporanga
